metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_blocked,1777502959,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_connecting,1777502959,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_tls_handshaking,1777502959,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_sending,1777502959,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_waiting,1777502959,100.973100,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_receiving,1777502959,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_failed,1777502959,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
checks,1777502959,1.000000,wrong password → status 401,,,,::Login — wrong password,,,,default,,,,,,,
checks,1777502959,1.000000,wrong password → error msg,,,,::Login — wrong password,,,,default,,,,,,,
group_duration,1777502959,101.495200,,,,,::Login — wrong password,,,,default,,,,,,,
http_reqs,1777502959,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_duration,1777502959,1.723400,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_blocked,1777502959,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_connecting,1777502959,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_tls_handshaking,1777502959,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_sending,1777502959,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_waiting,1777502959,0.899900,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_receiving,1777502959,0.823500,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_failed,1777502959,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
checks,1777502959,1.000000,non-existent → status 401,,,,::Login — non-existent user,,,,default,,,,,,,
group_duration,1777502959,2.227300,,,,,::Login — non-existent user,,,,default,,,,,,,
http_reqs,1777502959,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502959,0.949100,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502959,0.949100,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502959,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502959,1.000000,missing name → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502959,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502959,0.597900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502959,0.503300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502959,0.094600,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502959,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502959,1.000000,short password → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502959,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502959,0.503300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502959,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502959,0.503300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502959,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502959,1.000000,invalid email → 400,,,,::Register — validation errors,,,,default,,,,,,,
group_duration,1777502959,2.050300,,,,,::Register — validation errors,,,,default,,,,,,,
vus,1777502959,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502959,1.000000,,,,,,,,,,,,,,,,
data_sent,1777502960,1656.000000,,,,,,,,,default,,,,,,,
data_received,1777502960,3729.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777502960,2250.411400,,,,,,,,,default,,,,,,,
iterations,1777502960,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777502960,1.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_duration,1777502960,66.473300,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_blocked,1777502960,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_connecting,1777502960,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_tls_handshaking,1777502960,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_sending,1777502960,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_waiting,1777502960,66.473300,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_receiving,1777502960,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_failed,1777502960,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
register_duration,1777502960,66.473300,,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,register → status 200,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,register → has token,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,register → user.id exists,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,register → user.email matches,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,register → user.name matches,,,,::Register — happy path,,,,default,,,,,,,
group_duration,1777502960,66.473300,,,,,::Register — happy path,,,,default,,,,,,,
http_reqs,1777502960,1.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_duration,1777502960,65.720900,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_blocked,1777502960,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_connecting,1777502960,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_tls_handshaking,1777502960,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_sending,1777502960,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_waiting,1777502960,65.720900,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_receiving,1777502960,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_failed,1777502960,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
login_duration,1777502960,65.720900,,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,login → status 200,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,login → has token,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502960,1.000000,login → user.email matches,,,,::Login — happy path,,,,default,,,,,,,
group_duration,1777502960,65.720900,,,,,::Login — happy path,,,,default,,,,,,,
http_reqs,1777502960,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_duration,1777502960,2.261500,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_blocked,1777502960,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_connecting,1777502960,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_tls_handshaking,1777502960,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_sending,1777502960,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_waiting,1777502960,1.761000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_receiving,1777502960,0.500500,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_failed,1777502960,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
checks,1777502960,1.000000,duplicate → status 400,,,,::Register — duplicate user,,,,default,,,,,,,
checks,1777502960,1.000000,duplicate → error msg,,,,::Register — duplicate user,,,,default,,,,,,,
group_duration,1777502960,2.261500,,,,,::Register — duplicate user,,,,default,,,,,,,
vus,1777502960,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502960,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502961,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_duration,1777502961,71.435500,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_blocked,1777502961,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_connecting,1777502961,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_tls_handshaking,1777502961,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_sending,1777502961,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_waiting,1777502961,70.758200,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_receiving,1777502961,0.677300,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_failed,1777502961,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
checks,1777502961,1.000000,wrong password → status 401,,,,::Login — wrong password,,,,default,,,,,,,
checks,1777502961,1.000000,wrong password → error msg,,,,::Login — wrong password,,,,default,,,,,,,
group_duration,1777502961,71.435500,,,,,::Login — wrong password,,,,default,,,,,,,
http_reqs,1777502961,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_duration,1777502961,1.508600,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_blocked,1777502961,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_connecting,1777502961,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_tls_handshaking,1777502961,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_sending,1777502961,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_waiting,1777502961,1.508600,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_receiving,1777502961,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_failed,1777502961,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
checks,1777502961,1.000000,non-existent → status 401,,,,::Login — non-existent user,,,,default,,,,,,,
group_duration,1777502961,1.508600,,,,,::Login — non-existent user,,,,default,,,,,,,
http_reqs,1777502961,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502961,1.063000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502961,0.563700,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502961,0.499300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502961,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502961,1.000000,missing name → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502961,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502961,1.085200,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502961,1.016700,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502961,0.068500,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502961,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502961,1.000000,short password → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502961,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502961,0.857500,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502961,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502961,0.503400,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502961,0.354100,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502961,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502961,1.000000,invalid email → 400,,,,::Register — validation errors,,,,default,,,,,,,
group_duration,1777502961,3.005700,,,,,::Register — validation errors,,,,default,,,,,,,
vus,1777502961,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502961,1.000000,,,,,,,,,,,,,,,,
data_sent,1777502962,1662.000000,,,,,,,,,default,,,,,,,
data_received,1777502962,3737.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777502962,2212.017900,,,,,,,,,default,,,,,,,
iterations,1777502962,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777502962,1.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_duration,1777502962,66.591700,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_blocked,1777502962,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_connecting,1777502962,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_tls_handshaking,1777502962,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_sending,1777502962,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_waiting,1777502962,66.591700,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_receiving,1777502962,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_failed,1777502962,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
register_duration,1777502962,66.591700,,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,register → status 200,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,register → has token,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,register → user.id exists,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,register → user.email matches,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,register → user.name matches,,,,::Register — happy path,,,,default,,,,,,,
group_duration,1777502962,66.591700,,,,,::Register — happy path,,,,default,,,,,,,
http_reqs,1777502962,1.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_duration,1777502962,65.160400,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_blocked,1777502962,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_connecting,1777502962,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_tls_handshaking,1777502962,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_sending,1777502962,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_waiting,1777502962,65.160400,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_receiving,1777502962,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_failed,1777502962,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
login_duration,1777502962,65.160400,,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,login → status 200,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,login → has token,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502962,1.000000,login → user.email matches,,,,::Login — happy path,,,,default,,,,,,,
group_duration,1777502962,65.160400,,,,,::Login — happy path,,,,default,,,,,,,
vus,1777502962,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502962,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502963,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_duration,1777502963,1.551600,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_blocked,1777502963,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_connecting,1777502963,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_tls_handshaking,1777502963,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_sending,1777502963,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_waiting,1777502963,1.551600,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_receiving,1777502963,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_failed,1777502963,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
checks,1777502963,1.000000,duplicate → status 400,,,,::Register — duplicate user,,,,default,,,,,,,
checks,1777502963,1.000000,duplicate → error msg,,,,::Register — duplicate user,,,,default,,,,,,,
group_duration,1777502963,1.551600,,,,,::Register — duplicate user,,,,default,,,,,,,
http_reqs,1777502963,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_duration,1777502963,65.292100,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_blocked,1777502963,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_connecting,1777502963,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_tls_handshaking,1777502963,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_sending,1777502963,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_waiting,1777502963,64.653000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_receiving,1777502963,0.639100,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_failed,1777502963,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
checks,1777502963,1.000000,wrong password → status 401,,,,::Login — wrong password,,,,default,,,,,,,
checks,1777502963,1.000000,wrong password → error msg,,,,::Login — wrong password,,,,default,,,,,,,
group_duration,1777502963,65.292100,,,,,::Login — wrong password,,,,default,,,,,,,
http_reqs,1777502963,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_duration,1777502963,2.341500,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_blocked,1777502963,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_connecting,1777502963,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_tls_handshaking,1777502963,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_sending,1777502963,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_waiting,1777502963,2.179500,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_receiving,1777502963,0.162000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_failed,1777502963,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
checks,1777502963,1.000000,non-existent → status 401,,,,::Login — non-existent user,,,,default,,,,,,,
group_duration,1777502963,2.341500,,,,,::Login — non-existent user,,,,default,,,,,,,
vus,1777502963,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502963,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502964,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502964,0.852900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502964,0.662600,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502964,0.190300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502964,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502964,1.000000,missing name → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502964,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502964,0.647400,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
